"Area Code","State","Market","Market Size","Margin","Sales","COGS","Total Expenses","Marketing","Inventory","Budget Profit","Budget COGS","Budget Margin","Budget Sales","ProductId","Date","Product Type","Product","Type","Profit"
"312","Illinois","Central","Major Market","81.0","135.0","54.0","48.0","17.0","641.0","30.0","40.0","70.0","110.0","12","06/01/10 00:00:00","Tea","Earl Grey","Regular","81"
"312","Illinois","Central","Major Market","79.0","130.0","52.0","45.0","17.0","668.0","30.0","40.0","70.0","110.0","12","07/01/11 00:00:00","Tea","Earl Grey","Regular","78"
"314","Missouri","Central","Small Market","107.0","193.0","86.0","65.0","32.0","484.0","50.0","90.0","110.0","200.0","2","02/01/10 00:00:00","Coffee","Columbian","Regular","107"
"314","Missouri","Central","Small Market","83.0","150.0","67.0","58.0","25.0","599.0","30.0","70.0","80.0","150.0","2","09/01/10 00:00:00","Coffee","Columbian","Regular","83"
"314","Missouri","Central","Small Market","105.0","213.0","85.0","69.0","32.0","494.0","40.0","90.0","100.0","190.0","2","01/01/11 00:00:00","Coffee","Columbian","Regular","128"
"314","Missouri","Central","Small Market","104.0","201.0","85.0","65.0","32.0","476.0","40.0","90.0","100.0","190.0","2","03/01/11 00:00:00","Coffee","Columbian","Regular","116"
"314","Missouri","Central","Small Market","93.0","167.0","76.0","58.0","28.0","613.0","40.0","80.0","90.0","170.0","2","07/01/11 00:00:00","Coffee","Columbian","Regular","91"
"314","Missouri","Central","Small Market","77.0","142.0","65.0","42.0","20.0","1042.0","50.0","60.0","80.0","140.0","3","06/01/10 00:00:00","Coffee","Decaf Irish Cream","Decaf","77"
"314","Missouri","Central","Small Market","72.0","132.0","60.0","40.0","18.0","1070.0","40.0","60.0","70.0","130.0","3","07/01/10 00:00:00","Coffee","Decaf Irish Cream","Decaf","72"
"314","Missouri","Central","Small Market","74.0","136.0","62.0","40.0","19.0","1059.0","50.0","60.0","80.0","140.0","3","09/01/10 00:00:00","Coffee","Decaf Irish Cream","Decaf","74"
"314","Missouri","Central","Small Market","81.0","150.0","69.0","43.0","21.0","1060.0","40.0","60.0","80.0","140.0","3","11/01/10 00:00:00","Coffee","Decaf Irish Cream","Decaf","81"
"314","Missouri","Central","Small Market","92.0","190.0","78.0","47.0","24.0","965.0","50.0","80.0","90.0","170.0","3","01/01/11 00:00:00","Coffee","Decaf Irish Cream","Decaf","112"
"314","Missouri","Central","Small Market","89.0","174.0","74.0","44.0","22.0","949.0","60.0","70.0","100.0","170.0","3","03/01/11 00:00:00","Coffee","Decaf Irish Cream","Decaf","100"
"314","Missouri","Central","Small Market","72.0","131.0","60.0","37.0","18.0","1070.0","40.0","60.0","70.0","130.0","3","07/01/11 00:00:00","Coffee","Decaf Irish Cream","Decaf","71"
"314","Missouri","Central","Small Market","43.0","77.0","34.0","46.0","12.0","240.0","10.0","10.0","30.0","40.0","13","10/01/10 00:00:00","Tea","Green Tea","Regular","43"
"314","Missouri","Central","Small Market","41.0","74.0","33.0","45.0","12.0","243.0","0.0","20.0","40.0","60.0","13","11/01/10 00:00:00","Tea","Green Tea","Regular","41"
"314","Missouri","Central","Small Market","44.0","84.0","35.0","46.0","13.0","197.0","-10.0","30.0","30.0","60.0","13","04/01/11 00:00:00","Tea","Green Tea","Regular","49"
"314","Missouri","Central","Small Market","45.0","80.0","36.0","44.0","13.0","212.0","0.0","30.0","40.0","70.0","13","05/01/11 00:00:00","Tea","Green Tea","Regular","44"
"314","Missouri","Central","Small Market","51.0","97.0","40.0","49.0","15.0","244.0","10.0","30.0","50.0","80.0","13","09/01/11 00:00:00","Tea","Green Tea","Regular","57"
"314","Missouri","Central","Small Market","43.0","82.0","34.0","46.0","12.0","240.0","10.0","10.0","30.0","40.0","13","10/01/11 00:00:00","Tea","Green Tea","Regular","48"
"314","Missouri","Central","Small Market","41.0","79.0","33.0","45.0","12.0","243.0","0.0","20.0","40.0","60.0","13","11/01/11 00:00:00","Tea","Green Tea","Regular","46"
"314","Missouri","Central","Small Market","49.0","83.0","34.0","20.0","9.0","890.0","40.0","30.0","60.0","90.0","5","08/01/10 00:00:00","Espresso","Caffe Mocha","Regular","49"
"314","Missouri","Central","Small Market","59.0","99.0","40.0","23.0","11.0","881.0","90.0","50.0","90.0","140.0","5","10/01/10 00:00:00","Espresso","Caffe Mocha","Regular","59"
"314","Missouri","Central","Small Market","78.0","132.0","54.0","27.0","15.0","885.0","80.0","60.0","100.0","160.0","5","11/01/10 00:00:00","Espresso","Caffe Mocha","Regular","78"
"314","Missouri","Central","Small Market","73.0","123.0","50.0","25.0","14.0","898.0","70.0","60.0","90.0","150.0","5","12/01/10 00:00:00","Espresso","Caffe Mocha","Regular","73"
"314","Missouri","Central","Small Market","73.0","131.0","50.0","25.0","14.0","814.0","70.0","50.0","90.0","140.0","5","02/01/11 00:00:00","Espresso","Caffe Mocha","Regular","81"
"314","Missouri","Central","Small Market","68.0","123.0","47.0","25.0","13.0","821.0","60.0","50.0","80.0","130.0","5","04/01/11 00:00:00","Espresso","Caffe Mocha","Regular","76"
"314","Missouri","Central","Small Market","55.0","91.0","37.0","20.0","10.0","876.0","40.0","40.0","60.0","100.0","5","06/01/11 00:00:00","Espresso","Caffe Mocha","Regular","54"
"314","Missouri","Central","Small Market","57.0","96.0","39.0","22.0","10.0","845.0","50.0","40.0","70.0","110.0","6","07/01/10 00:00:00","Espresso","Decaf Espresso","Decaf","57"
"314","Missouri","Central","Small Market","48.0","81.0","33.0","21.0","9.0","836.0","50.0","40.0","60.0","100.0","6","11/01/10 00:00:00","Espresso","Decaf Espresso","Decaf","48"
"314","Missouri","Central","Small Market","46.0","77.0","31.0","19.0","8.0","844.0","50.0","30.0","60.0","90.0","6","12/01/10 00:00:00","Espresso","Decaf Espresso","Decaf","46"
"314","Missouri","Central","Small Market","57.0","95.0","39.0","20.0","10.0","845.0","50.0","40.0","70.0","110.0","6","07/01/11 00:00:00","Espresso","Decaf Espresso","Decaf","56"
"314","Missouri","Central","Small Market","47.0","84.0","32.0","20.0","8.0","837.0","50.0","30.0","60.0","90.0","6","09/01/11 00:00:00","Espresso","Decaf Espresso","Decaf","52"
"314","Missouri","Central","Small Market","63.0","107.0","44.0","69.0","40.0","261.0","10.0","30.0","60.0","90.0","8","04/01/10 00:00:00","Herbal Tea","Chamomile","Decaf","63"
"314","Missouri","Central","Small Market","88.0","151.0","63.0","86.0","57.0","332.0","20.0","50.0","80.0","130.0","8","08/01/10 00:00:00","Herbal Tea","Chamomile","Decaf","88"
"314","Missouri","Central","Small Market","61.0","103.0","43.0","64.0","39.0","282.0","10.0","30.0","60.0","90.0","8","05/01/11 00:00:00","Herbal Tea","Chamomile","Decaf","60"
"314","Missouri","Central","Small Market","62.0","113.0","44.0","69.0","40.0","325.0","10.0","30.0","60.0","90.0","8","09/01/11 00:00:00","Herbal Tea","Chamomile","Decaf","69"
"314","Missouri","Central","Small Market","62.0","113.0","44.0","70.0","40.0","325.0","0.0","40.0","50.0","90.0","8","11/01/11 00:00:00","Herbal Tea","Chamomile","Decaf","69"
"314","Missouri","Central","Small Market","69.0","126.0","49.0","74.0","44.0","335.0","0.0","40.0","60.0","100.0","8","12/01/11 00:00:00","Herbal Tea","Chamomile","Decaf","77"
"314","Missouri","Central","Small Market","11.0","99.0","88.0","50.0","27.0","525.0","-20.0","70.0","10.0","80.0","9","01/01/10 00:00:00","Herbal Tea","Lemon","Decaf","11"
"314","Missouri","Central","Small Market","11.0","111.0","88.0","52.0","27.0","525.0","-20.0","70.0","10.0","80.0","9","01/01/11 00:00:00","Herbal Tea","Lemon","Decaf","23"
"314","Missouri","Central","Small Market","25.0","140.0","116.0","54.0","35.0","1142.0","0.0","90.0","30.0","120.0","9","06/01/11 00:00:00","Herbal Tea","Lemon","Decaf","24"
"314","Missouri","Central","Small Market","40.0","130.0","82.0","49.0","25.0","1804.0","0.0","70.0","40.0","110.0","9","11/01/11 00:00:00","Herbal Tea","Lemon","Decaf","48"
"314","Missouri","Central","Small Market","47.0","82.0","35.0","38.0","11.0","196.0","10.0","30.0","40.0","70.0","11","01/01/10 00:00:00","Tea","Darjeeling","Regular","47"
"314","Missouri","Central","Small Market","53.0","92.0","39.0","39.0","12.0","212.0","20.0","30.0","50.0","80.0","11","05/01/10 00:00:00","Tea","Darjeeling","Regular","53"
"314","Missouri","Central","Small Market","52.0","91.0","39.0","39.0","12.0","248.0","20.0","30.0","50.0","80.0","11","09/01/10 00:00:00","Tea","Darjeeling","Regular","52"
"314","Missouri","Central","Small Market","49.0","91.0","36.0","38.0","11.0","187.0","10.0","30.0","40.0","70.0","11","03/01/11 00:00:00","Tea","Darjeeling","Regular","55"
"314","Missouri","Central","Small Market","59.0","102.0","44.0","39.0","14.0","258.0","30.0","30.0","60.0","90.0","11","07/01/11 00:00:00","Tea","Darjeeling","Regular","58"
"314","Missouri","Central","Small Market","53.0","98.0","39.0","40.0","12.0","244.0","30.0","20.0","40.0","60.0","11","10/01/11 00:00:00","Tea","Darjeeling","Regular","59"
"314","Missouri","Central","Small Market","51.0","95.0","38.0","40.0","12.0","256.0","10.0","30.0","40.0","70.0","11","12/01/11 00:00:00","Tea","Darjeeling","Regular","57"
"314","Missouri","Central","Small Market","38.0","68.0","30.0","45.0","11.0","165.0","-10.0","20.0","30.0","50.0","12","02/01/10 00:00:00","Tea","Earl Grey","Regular","38"
"314","Missouri","Central","Small Market","36.0","65.0","29.0","45.0","11.0","169.0","-10.0","20.0","30.0","50.0","12","04/01/10 00:00:00","Tea","Earl Grey","Regular","36"
"314","Missouri","Central","Small Market","42.0","76.0","34.0","46.0","12.0","182.0","0.0","20.0","40.0","60.0","12","05/01/10 00:00:00","Tea","Earl Grey","Regular","42"
"314","Missouri","Central","Small Market","30.0","54.0","24.0","42.0","9.0","212.0","-10.0","20.0","20.0","40.0","12","09/01/10 00:00:00","Tea","Earl Grey","Regular","30"
"314","Missouri","Central","Small Market","36.0","64.0","29.0","42.0","11.0","215.0","-10.0","20.0","30.0","50.0","12","08/01/11 00:00:00","Tea","Earl Grey","Regular","35"
"315","New York","East","Major Market","390.0","650.0","260.0","143.0","91.0","2548.0","230.0","210.0","330.0","540.0","2","10/01/10 00:00:00","Coffee","Columbian","Regular","390"
"315","New York","East","Major Market","420.0","745.0","279.0","149.0","97.0","2642.0","250.0","250.0","370.0","620.0","2","12/01/11 00:00:00","Coffee","Columbian","Regular","466"
"315","New York","East","Major Market","136.0","230.0","94.0","38.0","26.0","608.0","120.0","90.0","150.0","240.0","13","07/01/10 00:00:00","Tea","Green Tea","Regular","136"
"315","New York","East","Major Market","-44.0","61.0","105.0","128.0","95.0","725.0","-170.0","100.0","-50.0","50.0","5","01/01/10 00:00:00","Espresso","Caffe Mocha","Regular","-44"
"315","New York","East","Major Market","386.0","651.0","265.0","134.0","100.0","1613.0","200.0","200.0","300.0","500.0","9","05/01/10 00:00:00","Herbal Tea","Lemon","Decaf","386"
"315","New York","East","Major Market","398.0","663.0","271.0","126.0","102.0","1727.0","220.0","200.0","320.0","520.0","9","06/01/11 00:00:00","Herbal Tea","Lemon","Decaf","392"
"315","New York","East","Major Market","-37.0","198.0","235.0","94.0","72.0","2169.0","-90.0","170.0","-20.0","150.0","10","05/01/10 00:00:00","Herbal Tea","Mint","Decaf","-37"
"315","New York","East","Major Market","-75.0","164.0","239.0","95.0","74.0","4360.0","-100.0","130.0","-50.0","80.0","10","10/01/10 00:00:00","Herbal Tea","Mint","Decaf","-75"
"315","New York","East","Major Market","145.0","261.0","100.0","40.0","28.0","822.0","130.0","100.0","160.0","260.0","11","04/01/11 00:00:00","Tea","Darjeeling","Regular","161"
"315","New York","East","Major Market","126.0","213.0","87.0","35.0","24.0","756.0","110.0","90.0","140.0","230.0","12","03/01/10 00:00:00","Tea","Earl Grey","Regular","126"
"315","New York","East","Major Market","172.0","290.0","118.0","45.0","33.0","930.0","130.0","120.0","170.0","290.0","12","11/01/10 00:00:00","Tea","Earl Grey","Regular","172"
"318","Louisiana","South","Small Market","59.0","99.0","40.0","23.0","11.0","793.0","50.0","50.0","70.0","120.0","2","05/01/10 00:00:00","Coffee","Columbian","Regular","59"
"318","Louisiana","South","Small Market","59.0","99.0","40.0","23.0","11.0","843.0","50.0","50.0","70.0","120.0","2","07/01/10 00:00:00","Coffee","Columbian","Regular","59"
"318","Louisiana","South","Small Market","71.0","119.0","48.0","25.0","13.0","834.0","60.0","60.0","80.0","140.0","2","09/01/10 00:00:00","Coffee","Columbian","Regular","71"
"318","Louisiana","South","Small Market","71.0","120.0","49.0","25.0","13.0","845.0","70.0","50.0","90.0","140.0","2","12/01/10 00:00:00","Coffee","Columbian","Regular","71"
"318","Louisiana","South","Small Market","59.0","98.0","40.0","21.0","11.0","793.0","50.0","50.0","70.0","120.0","2","05/01/11 00:00:00","Coffee","Columbian","Regular","58"
"318","Louisiana","South","Small Market","71.0","127.0","48.0","25.0","13.0","834.0","60.0","60.0","80.0","140.0","2","09/01/11 00:00:00","Coffee","Columbian","Regular","79"
"318","Louisiana","South","Small Market","68.0","123.0","47.0","24.0","13.0","834.0","60.0","50.0","80.0","130.0","2","11/01/11 00:00:00","Coffee","Columbian","Regular","76"
"318","Louisiana","South","Small Market","72.0","121.0","49.0","25.0","13.0","767.0","70.0","60.0","90.0","150.0","3","03/01/10 00:00:00","Coffee","Decaf Irish Cream","Decaf","72"
"318","Louisiana","South","Small Market","72.0","121.0","49.0","24.0","13.0","779.0","70.0","60.0","90.0","150.0","3","04/01/10 00:00:00","Coffee","Decaf Irish Cream","Decaf","72"
"318","Louisiana","South","Small Market","77.0","130.0","53.0","25.0","14.0","803.0","80.0","60.0","100.0","160.0","3","05/01/10 00:00:00","Coffee","Decaf Irish Cream","Decaf","77"
"318","Louisiana","South","Small Market","85.0","144.0","59.0","27.0","16.0","842.0","90.0","70.0","110.0","180.0","3","06/01/10 00:00:00","Coffee","Decaf Irish Cream","Decaf","85"
"318","Louisiana","South","Small Market","85.0","144.0","59.0","27.0","16.0","870.0","90.0","70.0","110.0","180.0","3","07/01/10 00:00:00","Coffee","Decaf Irish Cream","Decaf","85"
"318","Louisiana","South","Small Market","48.0","91.0","33.0","21.0","9.0","777.0","50.0","40.0","60.0","100.0","3","01/01/11 00:00:00","Coffee","Decaf Irish Cream","Decaf","58"
"318","Louisiana","South","Small Market","105.0","167.0","62.0","42.0","19.0","346.0","70.0","50.0","90.0","140.0","5","03/01/10 00:00:00","Espresso","Caffe Mocha","Regular","105"
"318","Louisiana","South","Small Market","84.0","142.0","49.0","39.0","15.0","342.0","50.0","40.0","70.0","110.0","5","04/01/11 00:00:00","Espresso","Caffe Mocha","Regular","93"
"318","Louisiana","South","Small Market","65.0","103.0","39.0","33.0","12.0","380.0","30.0","30.0","50.0","80.0","5","07/01/11 00:00:00","Espresso","Caffe Mocha","Regular","64"
"318","Louisiana","South","Small Market","79.0","125.0","47.0","35.0","14.0","366.0","40.0","40.0","60.0","100.0","5","08/01/11 00:00:00","Espresso","Caffe Mocha","Regular","78"
"318","Louisiana","South","Small Market","88.0","150.0","53.0","39.0","16.0","321.0","30.0","40.0","60.0","100.0","5","11/01/11 00:00:00","Espresso","Caffe Mocha","Regular","97"
"318","Louisiana","South","Small Market","65.0","110.0","45.0","37.0","14.0","410.0","40.0","30.0","60.0","90.0","6","05/01/10 00:00:00","Espresso","Decaf Espresso","Decaf","65"
"318","Louisiana","South","Small Market","59.0","99.0","40.0","36.0","12.0","443.0","30.0","30.0","50.0","80.0","6","06/01/10 00:00:00","Espresso","Decaf Espresso","Decaf","59"
"318","Louisiana","South","Small Market","67.0","113.0","46.0","37.0","14.0","449.0","40.0","20.0","40.0","60.0","6","10/01/10 00:00:00","Espresso","Decaf Espresso","Decaf","67"
"318","Louisiana","South","Small Market","67.0","120.0","46.0","37.0","14.0","449.0","40.0","20.0","40.0","60.0","6","10/01/11 00:00:00","Espresso","Decaf Espresso","Decaf","74"
"318","Louisiana","South","Small Market","63.0","113.0","43.0","36.0","13.0","466.0","20.0","30.0","50.0","80.0","6","12/01/11 00:00:00","Espresso","Decaf Espresso","Decaf","70"
"318","Louisiana","South","Small Market","60.0","106.0","46.0","28.0","15.0","587.0","40.0","40.0","60.0","100.0","8","07/01/10 00:00:00","Herbal Tea","Chamomile","Decaf","60"
"318","Louisiana","South","Small Market","90.0","159.0","69.0","35.0","22.0","572.0","60.0","60.0","90.0","150.0","8","09/01/10 00:00:00","Herbal Tea","Chamomile","Decaf","90"
"318","Louisiana","South","Small Market","63.0","125.0","49.0","29.0","16.0","623.0","40.0","40.0","60.0","100.0","8","01/01/11 00:00:00","Herbal Tea","Chamomile","Decaf","76"
"318","Louisiana","South","Small Market","63.0","119.0","49.0","28.0","16.0","617.0","40.0","40.0","60.0","100.0","8","02/01/11 00:00:00","Herbal Tea","Chamomile","Decaf","70"
"318","Louisiana","South","Small Market","62.0","117.0","48.0","28.0","15.0","611.0","40.0","40.0","60.0","100.0","8","03/01/11 00:00:00","Herbal Tea","Chamomile","Decaf","69"
"318","Louisiana","South","Small Market","133.0","251.0","103.0","46.0","33.0","564.0","110.0","80.0","130.0","210.0","8","10/01/11 00:00:00","Herbal Tea","Chamomile","Decaf","148"
"318","Louisiana","South","Small Market","104.0","189.0","85.0","65.0","32.0","476.0","40.0","80.0","100.0","180.0","9","03/01/10 00:00:00","Herbal Tea","Lemon","Decaf","104"
"318","Louisiana","South","Small Market","93.0","169.0","76.0","61.0","28.0","580.0","40.0","70.0","90.0","160.0","9","06/01/10 00:00:00","Herbal Tea","Lemon","Decaf","93"
"318","Louisiana","South","Small Market","93.0","169.0","76.0","62.0","28.0","613.0","40.0","70.0","90.0","160.0","9","07/01/10 00:00:00","Herbal Tea","Lemon","Decaf","93"
"318","Louisiana","South","Small Market","105.0","213.0","85.0","68.0","32.0","494.0","40.0","80.0","100.0","180.0","9","01/01/11 00:00:00","Herbal Tea","Lemon","Decaf","128"
"318","Louisiana","South","Small Market","93.0","167.0","76.0","57.0","28.0","580.0","40.0","70.0","90.0","160.0","9","06/01/11 00:00:00","Herbal Tea","Lemon","Decaf","91"
"318","Louisiana","South","Small Market","85.0","163.0","68.0","59.0","25.0","619.0","30.0","60.0","80.0","140.0","9","12/01/11 00:00:00","Herbal Tea","Lemon","Decaf","95"
"318","Louisiana","South","Small Market","90.0","155.0","65.0","88.0","58.0","342.0","10.0","50.0","80.0","130.0","4","02/01/10 00:00:00","Espresso","Caffe Latte","Regular","90"
"318","Louisiana","South","Small Market","87.0","150.0","63.0","86.0","57.0","187.0","0.0","50.0","70.0","120.0","4","03/01/10 00:00:00","Espresso","Caffe Latte","Regular","87"
"318","Louisiana","South","Small Market","75.0","128.0","53.0","78.0","48.0","-267.0","10.0","40.0","70.0","110.0","4","06/01/10 00:00:00","Espresso","Caffe Latte","Regular","75"
"318","Louisiana","South","Small Market","87.0","149.0","62.0","85.0","56.0","-613.0","0.0","50.0","70.0","120.0","4","09/01/10 00:00:00","Espresso","Caffe Latte","Regular","87"
"318","Louisiana","South","Small Market","84.0","144.0","60.0","83.0","54.0","-762.0","10.0","30.0","60.0","90.0","4","10/01/10 00:00:00","Espresso","Caffe Latte","Regular","84"
"318","Louisiana","South","Small Market","90.0","165.0","65.0","88.0","58.0","342.0","10.0","50.0","80.0","130.0","4","02/01/11 00:00:00","Espresso","Caffe Latte","Regular","100"
"318","Louisiana","South","Small Market","87.0","159.0","62.0","85.0","56.0","-613.0","0.0","50.0","70.0","120.0","4","09/01/11 00:00:00","Espresso","Caffe Latte","Regular","97"
"318","Louisiana","South","Small Market","86.0","157.0","61.0","85.0","55.0","-906.0","10.0","40.0","70.0","110.0","4","11/01/11 00:00:00","Espresso","Caffe Latte","Regular","96"
"319","Iowa","Central","Small Market","27.0","45.0","18.0","16.0","5.0","821.0","20.0","10.0","30.0","40.0","1","01/01/10 00:00:00","Coffee","Amaretto","Regular","27"
"319","Iowa","Central","Small Market","36.0","61.0","25.0","19.0","7.0","854.0","30.0","20.0","40.0","60.0","1","07/01/10 00:00:00","Coffee","Amaretto","Regular","36"
"319","Iowa","Central","Small Market","29.0","48.0","19.0","16.0","5.0","848.0","20.0","20.0","30.0","50.0","1","09/01/10 00:00:00","Coffee","Amaretto","Regular","29"
"319","Iowa","Central","Small Market","27.0","48.0","18.0","17.0","5.0","818.0","20.0","10.0","30.0","40.0","1","02/01/11 00:00:00","Coffee","Amaretto","Regular","30"
"319","Iowa","Central","Small Market","29.0","49.0","20.0","16.0","5.0","829.0","20.0","20.0","30.0","50.0","1","05/01/11 00:00:00","Coffee","Amaretto","Regular","29"
"319","Iowa","Central","Small Market","35.0","57.0","23.0","16.0","6.0","843.0","30.0","20.0","40.0","60.0","1","06/01/11 00:00:00","Coffee","Amaretto","Regular","34"
"319","Iowa","Central","Small Market","38.0","62.0","25.0","18.0","7.0","851.0","30.0","20.0","40.0","60.0","1","08/01/11 00:00:00","Coffee","Amaretto","Regular","37"
"319","Iowa","Central","Small Market","29.0","51.0","19.0","16.0","5.0","848.0","20.0","20.0","30.0","50.0","1","09/01/11 00:00:00","Coffee","Amaretto","Regular","32"
"319","Iowa","Central","Small Market","35.0","63.0","28.0","29.0","8.0","961.0","20.0","20.0","40.0","60.0","2","02/01/10 00:00:00","Coffee","Columbian","Regular","35"
"319","Iowa","Central","Small Market","39.0","72.0","33.0","32.0","10.0","1003.0","20.0","30.0","40.0","70.0","2","09/01/10 00:00:00","Coffee","Columbian","Regular","39"
"319","Iowa","Central","Small Market","33.0","65.0","28.0","30.0","8.0","964.0","20.0","20.0","40.0","60.0","2","04/01/11 00:00:00","Coffee","Columbian","Regular","37"
"319","Iowa","Central","Small Market","41.0","74.0","34.0","30.0","10.0","1010.0","20.0","30.0","40.0","70.0","2","07/01/11 00:00:00","Coffee","Columbian","Regular","40"
"319","Iowa","Central","Small Market","49.0","89.0","41.0","32.0","12.0","1007.0","20.0","40.0","50.0","90.0","2","08/01/11 00:00:00","Coffee","Columbian","Regular","48"
"319","Iowa","Central","Small Market","28.0","49.0","21.0","19.0","6.0","614.0","20.0","20.0","30.0","50.0","3","04/01/10 00:00:00","Coffee","Decaf Irish Cream","Decaf","28"
"319","Iowa","Central","Small Market","14.0","24.0","10.0","15.0","3.0","594.0","10.0","0.0","20.0","20.0","3","12/01/10 00:00:00","Coffee","Decaf Irish Cream","Decaf","14"
"319","Iowa","Central","Small Market","31.0","58.0","23.0","19.0","7.0","617.0","20.0","20.0","30.0","50.0","3","03/01/11 00:00:00","Coffee","Decaf Irish Cream","Decaf","35"
"319","Iowa","Central","Small Market","20.0","37.0","15.0","17.0","4.0","600.0","10.0","10.0","20.0","30.0","3","09/01/11 00:00:00","Coffee","Decaf Irish Cream","Decaf","22"
"319","Iowa","Central","Small Market","13.0","25.0","10.0","16.0","3.0","596.0","10.0","0.0","20.0","20.0","3","11/01/11 00:00:00","Coffee","Decaf Irish Cream","Decaf","15"
"319","Iowa","Central","Small Market","28.0","47.0","19.0","17.0","5.0","774.0","20.0","20.0","30.0","50.0","5","02/01/10 00:00:00","Espresso","Caffe Mocha","Regular","28"
"319","Iowa","Central","Small Market","29.0","49.0","20.0","17.0","5.0","784.0","20.0","20.0","30.0","50.0","5","05/01/10 00:00:00","Espresso","Caffe Mocha","Regular","29"
"319","Iowa","Central","Small Market","35.0","58.0","23.0","17.0","6.0","800.0","50.0","20.0","50.0","70.0","5","10/01/10 00:00:00","Espresso","Caffe Mocha","Regular","35"
"319","Iowa","Central","Small Market","35.0","62.0","23.0","17.0","6.0","803.0","30.0","20.0","40.0","60.0","5","09/01/11 00:00:00","Espresso","Caffe Mocha","Regular","39"
"319","Iowa","Central","Small Market","43.0","43.0","0.0","12.0","0.0","602.0","40.0","0.0","50.0","50.0","6","06/01/10 00:00:00","Espresso","Decaf Espresso","Decaf","43"
"319","Iowa","Central","Small Market","43.0","43.0","0.0","11.0","0.0","473.0","40.0","0.0","50.0","50.0","6","09/01/10 00:00:00","Espresso","Decaf Espresso","Decaf","43"
"319","Iowa","Central","Small Market","43.0","46.0","0.0","11.0","0.0","774.0","40.0","0.0","50.0","50.0","6","02/01/11 00:00:00","Espresso","Decaf Espresso","Decaf","46"
"319","Iowa","Central","Small Market","387.0","678.0","291.0","129.0","96.0","1742.0","240.0","250.0","340.0","590.0","8","07/01/10 00:00:00","Herbal Tea","Chamomile","Decaf","387"
"319","Iowa","Central","Small Market","349.0","607.0","263.0","110.0","86.0","1433.0","220.0","220.0","310.0","530.0","8","05/01/11 00:00:00","Herbal Tea","Chamomile","Decaf","344"
"319","Iowa","Central","Small Market","336.0","628.0","253.0","116.0","83.0","1686.0","210.0","210.0","300.0","510.0","8","09/01/11 00:00:00","Herbal Tea","Chamomile","Decaf","375"
"319","Iowa","Central","Small Market","341.0","637.0","257.0","117.0","84.0","1662.0","210.0","200.0","280.0","480.0","8","10/01/11 00:00:00","Herbal Tea","Chamomile","Decaf","380"
"319","Iowa","Central","Small Market","158.0","267.0","109.0","56.0","34.0","585.0","110.0","90.0","140.0","230.0","9","03/01/10 00:00:00","Herbal Tea","Lemon","Decaf","158"
"319","Iowa","Central","Small Market","178.0","301.0","123.0","63.0","39.0","611.0","120.0","100.0","160.0","260.0","9","04/01/10 00:00:00","Herbal Tea","Lemon","Decaf","178"
"319","Iowa","Central","Small Market","204.0","345.0","141.0","68.0","45.0","764.0","140.0","120.0","180.0","300.0","9","06/01/10 00:00:00","Herbal Tea","Lemon","Decaf","204"
"319","Iowa","Central","Small Market","222.0","376.0","154.0","72.0","49.0","833.0","150.0","130.0","200.0","330.0","9","07/01/10 00:00:00","Herbal Tea","Lemon","Decaf","222"
"319","Iowa","Central","Small Market","185.0","312.0","127.0","62.0","40.0","830.0","120.0","120.0","170.0","290.0","9","12/01/10 00:00:00","Herbal Tea","Lemon","Decaf","185"
"319","Iowa","Central","Small Market","178.0","321.0","123.0","63.0","39.0","611.0","120.0","100.0","160.0","260.0","9","04/01/11 00:00:00","Herbal Tea","Lemon","Decaf","198"
"319","Iowa","Central","Small Market","239.0","478.0","239.0","91.0","66.0","1464.0","140.0","200.0","220.0","420.0","11","04/01/10 00:00:00","Tea","Darjeeling","Regular","239"
"319","Iowa","Central","Small Market","228.0","510.0","228.0","91.0","63.0","1459.0","140.0","190.0","210.0","400.0","11","01/01/11 00:00:00","Tea","Darjeeling","Regular","282"
"319","Iowa","Central","Small Market","261.0","516.0","260.0","89.0","72.0","1559.0","150.0","220.0","230.0","450.0","11","05/01/11 00:00:00","Tea","Darjeeling","Regular","256"
"319","Iowa","Central","Small Market","266.0","527.0","266.0","92.0","74.0","1797.0","150.0","220.0","240.0","460.0","11","08/01/11 00:00:00","Tea","Darjeeling","Regular","261"
"319","Iowa","Central","Small Market","301.0","546.0","245.0","126.0","93.0","1419.0","160.0","210.0","270.0","480.0","12","01/01/10 00:00:00","Tea","Earl Grey","Regular","301"
"319","Iowa","Central","Small Market","332.0","602.0","270.0","135.0","102.0","1834.0","170.0","230.0","290.0","520.0","12","07/01/10 00:00:00","Tea","Earl Grey","Regular","332"
"319","Iowa","Central","Small Market","300.0","545.0","245.0","127.0","93.0","1784.0","130.0","200.0","250.0","450.0","12","11/01/10 00:00:00","Tea","Earl Grey","Regular","300"
"321","Florida","East","Major Market","125.0","214.0","89.0","51.0","27.0","481.0","80.0","80.0","120.0","200.0","3","03/01/10 00:00:00","Coffee","Decaf Irish Cream","Decaf","125"
"321","Florida","East","Major Market","159.0","273.0","114.0","59.0","35.0","555.0","100.0","100.0","150.0","250.0","3","05/01/10 00:00:00","Coffee","Decaf Irish Cream","Decaf","159"
