"OrderID","Date","Region","City","Category","Product","CustomerSegment","Channel","Sales","COGS","Profit","Quantity","Discount","Rating"
"O0260","2025-04-02","South","Lakeside","Beverages","Tea","Consumer","Online","35.7","14","21.7","7","0.15","5"
"O0261","2025-06-09","East","Lakeside","Food","Sandwich","Consumer","Online","71.4","42","29.4","7","0.15","5"
"O0262","2025-10-30","North","River Town","Food","Muffin","Small Business","Online","12.75","6","6.75","3","0.15","4"
"O0263","2025-11-20","North","Lakeside","Accessories","Bottle","Consumer","Store","85.5","42","43.5","6","0.05","4"
"O0264","2025-08-30","South","Hillview","Accessories","Mug","Small Business","Online","51","24","27","6","0.15","5"
"O0265","2025-02-03","North","Sunnyvale","Beverages","Coffee","Consumer","Online","40.8","18","22.8","6","0.15","4"
"O0266","2025-05-28","East","Sunnyvale","Beverages","Tea","Small Business","Online","10.2","4","6.2","2","0.15","2"
"O0267","2025-01-15","East","Maple City","Food","Sandwich","Small Business","Online","54","30","24","5","0.1","4"
"O0268","2025-09-22","West","Cedar Point","Food","Muffin","Corporate","Online","4.25","2","2.25","1","0.15","4"
"O0269","2025-05-23","North","Hillview","Accessories","Bottle","Consumer","Store","105","49","56","7","0","3"
"O0270","2025-09-05","East","Lakeside","Accessories","Mug","Small Business","Store","28.5","12","16.5","3","0.05","2"
"O0271","2025-10-07","North","Sunnyvale","Beverages","Coffee","Corporate","Store","40","15","25","5","0","1"
"O0272","2025-12-07","North","Hillview","Beverages","Tea","Small Business","Online","28.5","10","18.5","5","0.05","3"
"O0273","2025-09-08","East","River Town","Food","Sandwich","Corporate","Store","40.8","24","16.8","4","0.15","2"
"O0274","2025-11-10","East","Sunnyvale","Food","Muffin","Small Business","Online","35","14","21","7","0","4"
"O0275","2025-07-28","North","Cedar Point","Accessories","Bottle","Corporate","Store","27","14","13","2","0.1","5"
"O0276","2025-12-18","West","River Town","Accessories","Mug","Corporate","Online","34","16","18","4","0.15","5"
"O0277","2025-08-03","South","Sunnyvale","Beverages","Coffee","Consumer","Store","16","6","10","2","0","4"
"O0278","2025-09-24","West","River Town","Beverages","Tea","Corporate","Online","16.2","6","10.2","3","0.1","5"
"O0279","2025-11-01","East","River Town","Food","Sandwich","Small Business","Store","34.2","18","16.2","3","0.05","4"
"O0280","2025-04-24","South","Maple City","Food","Muffin","Corporate","Online","8.5","4","4.5","2","0.15","5"
"O0281","2025-09-17","East","Hillview","Accessories","Bottle","Small Business","Store","25.5","14","11.5","2","0.15","1"
"O0282","2025-12-26","North","Cedar Point","Accessories","Mug","Consumer","Store","54","24","30","6","0.1","3"
"O0283","2025-11-03","East","Maple City","Beverages","Coffee","Consumer","Store","40.8","18","22.8","6","0.15","4"
"O0284","2025-02-03","South","Cedar Point","Beverages","Tea","Small Business","Store","21.6","8","13.6","4","0.1","3"
"O0285","2025-05-02","East","River Town","Food","Sandwich","Small Business","Store","51","30","21","5","0.15","5"
"O0286","2025-10-11","North","River Town","Food","Muffin","Corporate","Store","27","12","15","6","0.1","1"
"O0287","2025-05-05","East","River Town","Accessories","Bottle","Consumer","Store","25.5","14","11.5","2","0.15","5"
"O0288","2025-10-03","South","Maple City","Accessories","Mug","Small Business","Online","25.5","12","13.5","3","0.15","1"
"O0289","2025-11-14","South","Lakeside","Beverages","Coffee","Consumer","Online","54.4","24","30.4","8","0.15","1"
"O0290","2025-06-29","North","Sunnyvale","Beverages","Tea","Corporate","Store","10.2","4","6.2","2","0.15","3"
"O0291","2025-01-22","West","Sunnyvale","Food","Sandwich","Consumer","Online","68.4","36","32.4","6","0.05","2"
"O0292","2025-06-05","West","River Town","Food","Muffin","Corporate","Store","4.5","2","2.5","1","0.1","5"
"O0293","2025-06-21","West","Hillview","Accessories","Bottle","Consumer","Store","45","21","24","3","0","5"
"O0294","2025-05-23","North","Maple City","Accessories","Mug","Small Business","Online","45","20","25","5","0.1","3"
"O0295","2025-09-16","North","Cedar Point","Beverages","Coffee","Consumer","Online","21.6","9","12.6","3","0.1","5"
"O0296","2025-12-08","West","River Town","Beverages","Tea","Corporate","Store","24","8","16","4","0","2"
"O0297","2025-10-18","North","Sunnyvale","Food","Sandwich","Consumer","Online","12","6","6","1","0","4"
"O0298","2025-06-01","South","Sunnyvale","Food","Muffin","Corporate","Online","35","14","21","7","0","4"
"O0299","2025-07-14","North","Cedar Point","Accessories","Bottle","Consumer","Online","71.25","35","36.25","5","0.05","1"
"O0300","2025-05-02","West","River Town","Accessories","Mug","Small Business","Store","17","8","9","2","0.15","4"
"O0301","2025-11-05","South","River Town","Beverages","Coffee","Consumer","Store","47.6","21","26.6","7","0.15","2"
"O0302","2025-09-17","West","Cedar Point","Beverages","Tea","Small Business","Store","28.5","10","18.5","5","0.05","3"
"O0303","2025-10-31","South","Cedar Point","Food","Sandwich","Consumer","Online","84","42","42","7","0","1"
"O0304","2025-01-05","East","Maple City","Food","Muffin","Corporate","Online","34","16","18","8","0.15","1"
"O0305","2025-01-22","East","Lakeside","Accessories","Bottle","Small Business","Online","54","28","26","4","0.1","2"
"O0306","2025-06-14","West","Maple City","Accessories","Mug","Small Business","Online","68","32","36","8","0.15","3"
"O0307","2025-02-06","East","River Town","Beverages","Coffee","Corporate","Online","15.2","6","9.2","2","0.05","3"
"O0308","2025-04-15","West","Lakeside","Beverages","Tea","Small Business","Online","24","8","16","4","0","4"
"O0309","2025-01-01","South","Sunnyvale","Food","Sandwich","Corporate","Store","86.4","48","38.4","8","0.1","3"
"O0310","2025-11-07","West","River Town","Food","Muffin","Corporate","Store","25.5","12","13.5","6","0.15","3"
"O0311","2025-09-04","West","Hillview","Accessories","Bottle","Small Business","Store","75","35","40","5","0","4"
"O0312","2025-06-04","East","Lakeside","Accessories","Mug","Consumer","Store","50","20","30","5","0","2"
"O0313","2025-06-01","East","River Town","Beverages","Coffee","Small Business","Store","45.6","18","27.6","6","0.05","2"
"O0314","2025-04-07","South","Sunnyvale","Beverages","Tea","Consumer","Online","24","8","16","4","0","3"
"O0315","2025-07-06","West","Cedar Point","Food","Sandwich","Small Business","Online","22.8","12","10.8","2","0.05","3"
"O0316","2025-10-13","South","River Town","Food","Muffin","Small Business","Store","31.5","14","17.5","7","0.1","3"
"O0317","2025-12-21","North","Hillview","Accessories","Bottle","Small Business","Online","27","14","13","2","0.1","1"
"O0318","2025-04-07","South","Sunnyvale","Accessories","Mug","Small Business","Store","38","16","22","4","0.05","2"
"O0319","2025-03-05","North","Hillview","Beverages","Coffee","Consumer","Store","64","24","40","8","0","1"
"O0320","2025-07-04","East","Maple City","Beverages","Tea","Corporate","Online","40.8","16","24.8","8","0.15","5"
"O0321","2025-03-23","North","Maple City","Food","Sandwich","Consumer","Online","20.4","12","8.4","2","0.15","4"
"O0322","2025-03-25","North","River Town","Food","Muffin","Consumer","Store","4.5","2","2.5","1","0.1","1"
"O0323","2025-02-18","West","Hillview","Accessories","Bottle","Corporate","Online","120","56","64","8","0","5"
"O0324","2025-06-24","West","Sunnyvale","Accessories","Mug","Corporate","Online","80","32","48","8","0","4"
"O0325","2025-01-12","North","Lakeside","Beverages","Coffee","Small Business","Online","22.8","9","13.8","3","0.05","4"
"O0326","2025-09-04","North","River Town","Beverages","Tea","Small Business","Store","5.4","2","3.4","1","0.1","5"
"O0327","2025-01-19","East","Maple City","Food","Sandwich","Consumer","Store","32.4","18","14.4","3","0.1","3"
"O0328","2025-12-22","North","River Town","Food","Muffin","Small Business","Store","35","14","21","7","0","2"
"O0329","2025-11-12","West","Maple City","Accessories","Bottle","Small Business","Store","85.5","42","43.5","6","0.05","3"
"O0330","2025-09-28","North","Lakeside","Accessories","Mug","Small Business","Store","60","24","36","6","0","3"
"O0331","2025-05-24","North","River Town","Beverages","Coffee","Corporate","Store","16","6","10","2","0","2"
"O0332","2025-06-21","South","River Town","Beverages","Tea","Small Business","Online","37.8","14","23.8","7","0.1","3"
"O0333","2025-10-15","West","Hillview","Food","Sandwich","Consumer","Store","86.4","48","38.4","8","0.1","4"
"O0334","2025-12-05","South","Sunnyvale","Food","Muffin","Corporate","Store","5","2","3","1","0","2"
"O0335","2025-02-27","West","Hillview","Accessories","Bottle","Consumer","Online","54","28","26","4","0.1","4"
"O0336","2025-06-22","West","River Town","Accessories","Mug","Consumer","Online","59.5","28","31.5","7","0.15","2"
"O0337","2025-12-10","West","Hillview","Beverages","Coffee","Corporate","Online","36","15","21","5","0.1","1"
"O0338","2025-01-13","South","Lakeside","Beverages","Tea","Corporate","Online","11.4","4","7.4","2","0.05","1"
"O0339","2025-08-20","North","Lakeside","Food","Sandwich","Consumer","Store","61.2","36","25.2","6","0.15","3"
"O0340","2025-09-10","West","Maple City","Food","Muffin","Small Business","Online","25","10","15","5","0","1"
"O0341","2025-04-12","South","Sunnyvale","Accessories","Bottle","Corporate","Store","15","7","8","1","0","3"
"O0342","2025-02-06","West","Sunnyvale","Accessories","Mug","Consumer","Online","45","20","25","5","0.1","1"
"O0343","2025-05-07","West","Sunnyvale","Beverages","Coffee","Small Business","Store","27.2","12","15.2","4","0.15","2"
"O0344","2025-04-08","South","Sunnyvale","Beverages","Tea","Small Business","Online","34.2","12","22.2","6","0.05","4"
"O0345","2025-07-20","West","Hillview","Food","Sandwich","Corporate","Online","91.2","48","43.2","8","0.05","4"
"O0346","2025-12-17","North","Hillview","Food","Muffin","Corporate","Store","9","4","5","2","0.1","3"
"O0347","2025-02-06","North","Lakeside","Accessories","Bottle","Consumer","Online","12.75","7","5.75","1","0.15","3"
"O0348","2025-08-28","East","Lakeside","Accessories","Mug","Small Business","Store","30","12","18","3","0","1"
"O0349","2025-08-07","North","Maple City","Beverages","Coffee","Small Business","Store","32","12","20","4","0","3"
"O0350","2025-06-27","North","Hillview","Beverages","Tea","Corporate","Store","42","14","28","7","0","4"
"O0351","2025-02-22","North","River Town","Food","Sandwich","Consumer","Online","72","36","36","6","0","5"
"O0352","2025-04-17","South","Hillview","Food","Muffin","Small Business","Online","14.25","6","8.25","3","0.05","4"
"O0353","2025-03-09","East","Cedar Point","Accessories","Bottle","Consumer","Online","120","56","64","8","0","3"
"O0354","2025-08-01","South","Sunnyvale","Accessories","Mug","Small Business","Online","9","4","5","1","0.1","3"
"O0355","2025-07-06","North","Hillview","Beverages","Coffee","Small Business","Store","13.6","6","7.6","2","0.15","2"
"O0356","2025-09-23","North","Hillview","Beverages","Tea","Small Business","Online","5.7","2","3.7","1","0.05","2"
"O0357","2025-05-16","East","River Town","Food","Sandwich","Corporate","Online","75.6","42","33.6","7","0.1","4"
"O0358","2025-07-29","North","Cedar Point","Food","Muffin","Small Business","Store","27","12","15","6","0.1","5"
"O0359","2025-07-26","North","Hillview","Accessories","Bottle","Corporate","Online","25.5","14","11.5","2","0.15","3"
"O0360","2025-04-20","North","Cedar Point","Accessories","Mug","Small Business","Online","20","8","12","2","0","3"
"O0361","2025-05-21","West","Sunnyvale","Beverages","Coffee","Corporate","Online","40","15","25","5","0","3"
"O0362","2025-08-05","West","River Town","Beverages","Tea","Consumer","Store","34.2","12","22.2","6","0.05","3"
"O0363","2025-07-28","East","Hillview","Food","Sandwich","Small Business","Store","57","30","27","5","0.05","1"
"O0364","2025-03-08","North","Lakeside","Food","Muffin","Corporate","Store","10","4","6","2","0","2"
"O0365","2025-08-31","North","Cedar Point","Accessories","Bottle","Small Business","Store","81","42","39","6","0.1","2"
"O0366","2025-02-13","West","Sunnyvale","Accessories","Mug","Corporate","Online","45","20","25","5","0.1","5"
"O0367","2025-05-13","West","Maple City","Beverages","Coffee","Small Business","Online","28.8","12","16.8","4","0.1","5"
"O0368","2025-12-13","North","Lakeside","Beverages","Tea","Consumer","Store","16.2","6","10.2","3","0.1","5"
"O0369","2025-08-29","West","River Town","Food","Sandwich","Consumer","Store","54","30","24","5","0.1","1"
"O0370","2025-09-11","West","Cedar Point","Food","Muffin","Small Business","Online","25","10","15","5","0","3"
"O0371","2025-11-07","West","Maple City","Accessories","Bottle","Small Business","Online","99.75","49","50.75","7","0.05","1"
"O0372","2025-02-01","South","Hillview","Accessories","Mug","Corporate","Store","50","20","30","5","0","3"
"O0373","2025-05-28","East","Cedar Point","Beverages","Coffee","Small Business","Store","47.6","21","26.6","7","0.15","3"
"O0374","2025-11-29","West","Lakeside","Beverages","Tea","Small Business","Online","5.4","2","3.4","1","0.1","4"
"O0375","2025-04-12","North","River Town","Food","Sandwich","Consumer","Store","54","30","24","5","0.1","1"
"O0376","2025-02-26","North","Lakeside","Food","Muffin","Small Business","Store","12.75","6","6.75","3","0.15","4"
"O0377","2025-11-01","West","Maple City","Accessories","Bottle","Corporate","Store","42.75","21","21.75","3","0.05","2"
"O0378","2025-04-06","West","Cedar Point","Accessories","Mug","Consumer","Store","57","24","33","6","0.05","1"
"O0379","2025-09-24","South","Cedar Point","Beverages","Coffee","Small Business","Online","47.6","21","26.6","7","0.15","4"
"O0380","2025-11-15","North","Hillview","Beverages","Tea","Small Business","Store","43.2","16","27.2","8","0.1","3"
"O0381","2025-02-04","East","Lakeside","Food","Sandwich","Small Business","Store","12","6","6","1","0","5"
"O0382","2025-12-09","East","River Town","Food","Muffin","Small Business","Online","29.75","14","15.75","7","0.15","1"
"O0383","2025-11-10","South","Maple City","Accessories","Bottle","Corporate","Store","45","21","24","3","0","5"
"O0384","2025-07-03","West","Cedar Point","Accessories","Mug","Corporate","Store","20","8","12","2","0","2"
"O0385","2025-07-10","North","Cedar Point","Beverages","Coffee","Small Business","Store","38","15","23","5","0.05","3"
"O0386","2025-10-30","West","Sunnyvale","Beverages","Tea","Small Business","Store","10.8","4","6.8","2","0.1","2"
"O0387","2025-05-06","East","River Town","Food","Sandwich","Corporate","Online","20.4","12","8.4","2","0.15","1"
"O0388","2025-05-19","West","Lakeside","Food","Muffin","Consumer","Online","13.5","6","7.5","3","0.1","5"
"O0389","2025-11-25","South","Hillview","Accessories","Bottle","Corporate","Online","14.25","7","7.25","1","0.05","5"
"O0390","2025-06-20","East","Maple City","Accessories","Mug","Consumer","Store","42.5","20","22.5","5","0.15","5"
"O0391","2025-09-30","South","Hillview","Beverages","Coffee","Small Business","Online","43.2","18","25.2","6","0.1","3"
"O0392","2025-12-19","South","Lakeside","Beverages","Tea","Consumer","Store","48","16","32","8","0","1"
"O0393","2025-07-15","East","Sunnyvale","Food","Sandwich","Small Business","Store","40.8","24","16.8","4","0.15","2"
"O0394","2025-05-12","West","River Town","Food","Muffin","Corporate","Online","22.5","10","12.5","5","0.1","2"
"O0395","2025-12-24","West","Cedar Point","Accessories","Bottle","Small Business","Store","105","49","56","7","0","4"
"O0396","2025-05-16","West","Lakeside","Accessories","Mug","Small Business","Online","25.5","12","13.5","3","0.15","2"
"O0397","2025-01-30","North","Hillview","Beverages","Coffee","Small Business","Store","60.8","24","36.8","8","0.05","1"
"O0398","2025-09-06","North","Lakeside","Beverages","Tea","Small Business","Online","30.6","12","18.6","6","0.15","1"
"O0399","2025-05-27","North","Hillview","Food","Sandwich","Corporate","Online","12","6","6","1","0","5"
"O0400","2025-02-18","North","Lakeside","Food","Muffin","Small Business","Store","20","8","12","4","0","1"
"O0401","2025-10-20","South","Sunnyvale","Accessories","Bottle","Corporate","Store","42.75","21","21.75","3","0.05","3"
"O0402","2025-10-27","South","River Town","Accessories","Mug","Corporate","Online","18","8","10","2","0.1","4"
"O0403","2025-07-10","South","River Town","Beverages","Coffee","Corporate","Store","27.2","12","15.2","4","0.15","5"
"O0404","2025-04-20","East","River Town","Beverages","Tea","Corporate","Online","6","2","4","1","0","2"
"O0405","2025-03-12","South","River Town","Food","Sandwich","Small Business","Online","24","12","12","2","0","1"
"O0406","2025-09-05","North","Cedar Point","Food","Muffin","Small Business","Store","9","4","5","2","0.1","3"
"O0407","2025-09-24","East","Maple City","Accessories","Bottle","Consumer","Store","14.25","7","7.25","1","0.05","2"
"O0408","2025-10-08","East","River Town","Accessories","Mug","Small Business","Online","45","20","25","5","0.1","3"
"O0409","2025-02-24","East","Lakeside","Beverages","Coffee","Corporate","Store","32","12","20","4","0","5"
"O0410","2025-07-21","South","Cedar Point","Beverages","Tea","Consumer","Online","42","14","28","7","0","3"
"O0411","2025-10-02","South","Maple City","Food","Sandwich","Small Business","Online","48","24","24","4","0","5"
"O0412","2025-08-31","East","Cedar Point","Food","Muffin","Small Business","Store","12.75","6","6.75","3","0.15","4"
"O0413","2025-08-26","South","Sunnyvale","Accessories","Bottle","Small Business","Online","67.5","35","32.5","5","0.1","2"
"O0414","2025-12-02","West","Sunnyvale","Accessories","Mug","Consumer","Store","72","32","40","8","0.1","2"
"O0415","2025-03-07","South","River Town","Beverages","Coffee","Small Business","Online","24","9","15","3","0","4"
"O0416","2025-07-23","West","Maple City","Beverages","Tea","Corporate","Online","40.8","16","24.8","8","0.15","2"
"O0417","2025-02-20","North","Sunnyvale","Food","Sandwich","Small Business","Store","43.2","24","19.2","4","0.1","5"
"O0418","2025-06-20","West","Lakeside","Food","Muffin","Consumer","Store","5","2","3","1","0","5"
"O0419","2025-07-22","South","Maple City","Accessories","Bottle","Small Business","Online","57","28","29","4","0.05","1"
"O0420","2025-02-08","East","Cedar Point","Accessories","Mug","Small Business","Online","27","12","15","3","0.1","1"
"O0421","2025-04-18","South","River Town","Beverages","Coffee","Small Business","Online","28.8","12","16.8","4","0.1","4"
"O0422","2025-04-06","North","Lakeside","Beverages","Tea","Corporate","Online","32.4","12","20.4","6","0.1","4"
"O0423","2025-09-09","North","Hillview","Food","Sandwich","Small Business","Online","81.6","48","33.6","8","0.15","5"
"O0424","2025-06-24","West","Sunnyvale","Food","Muffin","Small Business","Online","12.75","6","6.75","3","0.15","4"
"O0425","2025-02-08","North","Cedar Point","Accessories","Bottle","Small Business","Store","108","56","52","8","0.1","5"
"O0426","2025-06-14","West","Lakeside","Accessories","Mug","Consumer","Online","18","8","10","2","0.1","2"
"O0427","2025-10-05","North","River Town","Beverages","Coffee","Small Business","Store","27.2","12","15.2","4","0.15","4"
"O0428","2025-03-31","North","Lakeside","Beverages","Tea","Corporate","Store","10.8","4","6.8","2","0.1","1"
"O0429","2025-12-06","South","Sunnyvale","Food","Sandwich","Consumer","Online","45.6","24","21.6","4","0.05","2"
"O0430","2025-09-28","East","Cedar Point","Food","Muffin","Corporate","Online","9.5","4","5.5","2","0.05","1"
"O0431","2025-12-27","North","River Town","Accessories","Bottle","Small Business","Online","67.5","35","32.5","5","0.1","3"
"O0432","2025-01-29","West","Lakeside","Accessories","Mug","Small Business","Online","9.5","4","5.5","1","0.05","3"
"O0433","2025-02-11","North","Cedar Point","Beverages","Coffee","Small Business","Online","57.6","24","33.6","8","0.1","2"
"O0434","2025-01-10","East","Sunnyvale","Beverages","Tea","Corporate","Online","35.7","14","21.7","7","0.15","2"
"O0435","2025-01-04","East","Cedar Point","Food","Sandwich","Corporate","Store","30.6","18","12.6","3","0.15","5"
"O0436","2025-08-18","West","Maple City","Food","Muffin","Consumer","Store","4.25","2","2.25","1","0.15","4"
"O0437","2025-12-30","West","Sunnyvale","Accessories","Bottle","Consumer","Online","120","56","64","8","0","1"
"O0438","2025-04-09","North","Cedar Point","Accessories","Mug","Small Business","Store","18","8","10","2","0.1","2"
"O0439","2025-10-21","West","Sunnyvale","Beverages","Coffee","Small Business","Store","14.4","6","8.4","2","0.1","1"
"O0440","2025-12-26","North","Lakeside","Beverages","Tea","Corporate","Online","42","14","28","7","0","5"
"O0441","2025-10-21","North","Maple City","Food","Sandwich","Consumer","Online","30.6","18","12.6","3","0.15","1"
"O0442","2025-12-24","West","Lakeside","Food","Muffin","Small Business","Online","18","8","10","4","0.1","4"
"O0443","2025-05-18","South","River Town","Accessories","Bottle","Corporate","Store","27","14","13","2","0.1","3"
"O0444","2025-10-27","North","Maple City","Accessories","Mug","Small Business","Online","36","16","20","4","0.1","2"
"O0445","2025-11-25","West","River Town","Beverages","Coffee","Corporate","Online","30.4","12","18.4","4","0.05","2"
"O0446","2025-04-30","South","Hillview","Beverages","Tea","Corporate","Store","16.2","6","10.2","3","0.1","1"
"O0447","2025-01-07","West","Hillview","Food","Sandwich","Corporate","Store","79.8","42","37.8","7","0.05","3"
"O0448","2025-07-07","South","Sunnyvale","Food","Muffin","Small Business","Store","4.5","2","2.5","1","0.1","1"
"O0449","2025-04-22","East","Cedar Point","Accessories","Bottle","Consumer","Online","13.5","7","6.5","1","0.1","2"
"O0450","2025-07-27","North","Hillview","Accessories","Mug","Small Business","Online","50","20","30","5","0","4"
"O0451","2025-10-09","West","Lakeside","Beverages","Coffee","Small Business","Store","6.8","3","3.8","1","0.15","3"
"O0452","2025-08-27","West","Hillview","Beverages","Tea","Small Business","Online","34.2","12","22.2","6","0.05","5"
"O0453","2025-12-01","South","Maple City","Food","Sandwich","Consumer","Online","68.4","36","32.4","6","0.05","3"
"O0454","2025-03-23","East","Sunnyvale","Food","Muffin","Consumer","Online","38","16","22","8","0.05","3"
"O0455","2025-11-24","South","Lakeside","Accessories","Bottle","Consumer","Online","51","28","23","4","0.15","3"
"O0456","2025-05-19","East","Hillview","Accessories","Mug","Corporate","Store","50","20","30","5","0","5"
"O0457","2025-01-23","West","River Town","Beverages","Coffee","Consumer","Online","56","21","35","7","0","4"
"O0458","2025-02-11","West","Sunnyvale","Beverages","Tea","Corporate","Store","28.5","10","18.5","5","0.05","4"
"O0459","2025-08-14","North","Maple City","Food","Sandwich","Small Business","Online","24","12","12","2","0","3"
"O0460","2025-01-26","South","Cedar Point","Food","Muffin","Consumer","Online","36","16","20","8","0.1","1"
"O0461","2025-09-07","South","Maple City","Accessories","Bottle","Consumer","Online","67.5","35","32.5","5","0.1","2"
"O0462","2025-03-25","South","River Town","Accessories","Mug","Consumer","Store","27","12","15","3","0.1","5"
"O0463","2025-03-21","North","Lakeside","Beverages","Coffee","Consumer","Store","34","15","19","5","0.15","3"
"O0464","2025-06-15","North","Sunnyvale","Beverages","Tea","Small Business","Online","45.6","16","29.6","8","0.05","3"
"O0465","2025-05-19","East","River Town","Food","Sandwich","Corporate","Store","20.4","12","8.4","2","0.15","1"
"O0466","2025-05-28","South","Maple City","Food","Muffin","Corporate","Online","29.75","14","15.75","7","0.15","4"
"O0467","2025-10-09","East","Sunnyvale","Accessories","Bottle","Corporate","Online","28.5","14","14.5","2","0.05","2"
"O0468","2025-10-08","East","Sunnyvale","Accessories","Mug","Corporate","Online","59.5","28","31.5","7","0.15","5"
"O0469","2025-06-18","West","Cedar Point","Beverages","Coffee","Consumer","Store","34","15","19","5","0.15","4"
"O0470","2025-10-06","South","Maple City","Beverages","Tea","Small Business","Online","15.3","6","9.3","3","0.15","5"
"O0471","2025-07-08","South","Sunnyvale","Food","Sandwich","Consumer","Store","22.8","12","10.8","2","0.05","2"
"O0472","2025-05-17","East","River Town","Food","Muffin","Corporate","Online","19","8","11","4","0.05","5"
"O0473","2025-02-21","West","Maple City","Accessories","Bottle","Corporate","Store","57","28","29","4","0.05","5"
"O0474","2025-12-29","South","Lakeside","Accessories","Mug","Small Business","Online","59.5","28","31.5","7","0.15","2"
"O0475","2025-06-28","East","Lakeside","Beverages","Coffee","Corporate","Online","36","15","21","5","0.1","2"
"O0476","2025-05-25","North","Lakeside","Beverages","Tea","Consumer","Online","21.6","8","13.6","4","0.1","4"
"O0477","2025-08-09","South","Lakeside","Food","Sandwich","Consumer","Store","68.4","36","32.4","6","0.05","3"
"O0478","2025-11-27","East","Sunnyvale","Food","Muffin","Small Business","Store","23.75","10","13.75","5","0.05","5"
"O0479","2025-06-29","West","River Town","Accessories","Bottle","Corporate","Online","15","7","8","1","0","3"
"O0480","2025-05-03","East","Cedar Point","Accessories","Mug","Small Business","Online","27","12","15","3","0.1","3"
"O0481","2025-02-28","South","Hillview","Beverages","Coffee","Small Business","Store","34","15","19","5","0.15","2"
"O0482","2025-04-20","West","Maple City","Beverages","Tea","Consumer","Online","36","12","24","6","0","5"
"O0483","2025-05-27","South","Hillview","Food","Sandwich","Corporate","Online","96","48","48","8","0","5"
"O0484","2025-01-29","South","Hillview","Food","Muffin","Small Business","Store","4.5","2","2.5","1","0.1","1"
"O0485","2025-02-21","South","River Town","Accessories","Bottle","Small Business","Online","120","56","64","8","0","3"
"O0486","2025-02-13","West","Cedar Point","Accessories","Mug","Consumer","Online","38","16","22","4","0.05","1"
"O0487","2025-07-03","South","River Town","Beverages","Coffee","Corporate","Online","13.6","6","7.6","2","0.15","3"
"O0488","2025-08-25","North","Hillview","Beverages","Tea","Corporate","Store","17.1","6","11.1","3","0.05","1"
"O0489","2025-12-11","South","Cedar Point","Food","Sandwich","Consumer","Store","30.6","18","12.6","3","0.15","2"
"O0490","2025-01-25","West","Maple City","Food","Muffin","Consumer","Online","25.5","12","13.5","6","0.15","1"
"O0491","2025-08-10","West","River Town","Accessories","Bottle","Consumer","Store","45","21","24","3","0","1"
"O0492","2025-11-06","West","Lakeside","Accessories","Mug","Corporate","Online","8.5","4","4.5","1","0.15","4"
"O0493","2025-11-20","West","Cedar Point","Beverages","Coffee","Small Business","Online","28.8","12","16.8","4","0.1","5"
"O0494","2025-06-24","West","Sunnyvale","Beverages","Tea","Consumer","Online","12","4","8","2","0","1"
"O0495","2025-04-17","South","Cedar Point","Food","Sandwich","Consumer","Store","36","18","18","3","0","1"
"O0496","2025-12-25","West","Hillview","Food","Muffin","Corporate","Store","9.5","4","5.5","2","0.05","5"
"O0497","2025-06-20","East","Hillview","Accessories","Bottle","Consumer","Online","71.25","35","36.25","5","0.05","4"
"O0498","2025-01-27","South","Lakeside","Accessories","Mug","Consumer","Online","51","24","27","6","0.15","1"
"O0499","2025-07-12","East","Hillview","Beverages","Coffee","Corporate","Store","21.6","9","12.6","3","0.1","1"
"O0500","2025-06-06","East","Lakeside","Beverages","Tea","Small Business","Store","35.7","14","21.7","7","0.15","2"
"O0501","2025-09-16","West","Hillview","Food","Sandwich","Corporate","Store","40.8","24","16.8","4","0.15","1"
"O0502","2025-11-14","East","Sunnyvale","Food","Muffin","Corporate","Online","27","12","15","6","0.1","5"
"O0503","2025-09-28","East","River Town","Accessories","Bottle","Consumer","Online","27","14","13","2","0.1","4"
"O0504","2025-09-04","East","Hillview","Accessories","Mug","Corporate","Online","28.5","12","16.5","3","0.05","1"
"O0505","2025-09-09","East","Hillview","Beverages","Coffee","Small Business","Store","32","12","20","4","0","2"
"O0506","2025-10-28","West","River Town","Beverages","Tea","Consumer","Online","5.4","2","3.4","1","0.1","1"
"O0507","2025-11-29","North","Cedar Point","Food","Sandwich","Corporate","Online","30.6","18","12.6","3","0.15","1"
"O0508","2025-12-21","South","Hillview","Food","Muffin","Corporate","Store","15","6","9","3","0","4"
"O0509","2025-11-26","South","Maple City","Accessories","Bottle","Corporate","Online","57","28","29","4","0.05","5"
"O0510","2025-08-29","East","Hillview","Accessories","Mug","Corporate","Store","9.5","4","5.5","1","0.05","2"
"O0511","2025-08-14","South","Cedar Point","Beverages","Coffee","Consumer","Online","14.4","6","8.4","2","0.1","4"
"O0512","2025-04-30","South","Sunnyvale","Beverages","Tea","Corporate","Online","37.8","14","23.8","7","0.1","1"
"O0513","2025-09-29","South","Lakeside","Food","Sandwich","Small Business","Store","12","6","6","1","0","3"
"O0514","2025-07-25","West","Maple City","Food","Muffin","Small Business","Store","19","8","11","4","0.05","4"
"O0515","2025-09-29","West","Lakeside","Accessories","Bottle","Corporate","Store","75","35","40","5","0","2"
"O0516","2025-07-19","North","Hillview","Accessories","Mug","Consumer","Store","8.5","4","4.5","1","0.15","2"
"O0517","2025-02-23","East","Hillview","Beverages","Coffee","Corporate","Store","15.2","6","9.2","2","0.05","5"
"O0518","2025-04-25","North","Hillview","Beverages","Tea","Corporate","Online","30.6","12","18.6","6","0.15","2"
